Tweets,Tweet Classification
 6 20pm akinadesola inw falomobridge is ok civiccentre inw rampbridge is good though slow connecting falomobridge falomobridge inw alfredrewane is steady to glover jxn ,1
rj marwa inw lekki r a to the tollplaza is ok tollplaza to lawschool is good a bit slow at lawschool good movement inw oniru b stop approaching oniru down to bonnycamp ,1
bonnycamp inw ozumbambadiwe is busy down to sandfill steady movement to the tollplaza better movement inw lekki r a to marwa ,1
ekohotel r a inw ekohotel gate is slow better movement down to adrao adrao to adeolaodeku jxn is slow better movement to openuniversity but slow inw bonnycamp to mcwen ,1
ajoseadeogun to ekohotel r a is good ekohotel r a in out adetokunboademola is good only slow at the r a ekohotel r a inw sanusifafunwa is slow to adeolahopewell jxn but better to akinadesola ,1
oceanview to ekohotel r a is busy ekohotel r a inw ajoseadeogun to ligaliayorinde is good ligaliayorinde to watercorporation is steady rj through ligaliayorinde to ajoseadeogun is ok ,1
 5 57pm mcwen inw bonnycamp is steady boonycamp inw ahmadubelloway is good to legico legico to adeolaodeku jxn is slow movement down to oceanview is good ,1
 5 22pm brokendown tanker having mechanical fault at area c inw dormanlong bridge enroute fadeyi effort being made for its removal officers on ground managing traffic situation ,1
allen inw aromire is busy in out coca cola inw mobil is good mobil inw cadbury is a slow moving traffic acme inw wemco is ok but busy on the rj wemco inw omole jxn is heavy ,0
 5 20pm barracks inw coca cola is busy coca cola inw radio is busy radio inw allen is busy allen inw balogun jxn is good but while approaching ikeja ubridge is heavy ,1
dormanlong inw fadeyi to idiroko is very good idiroko down to the interchange is busy ,1
steady flow inw stadiumbridge good to barracks though a bit slow at barracks b stop better movement inw ojuelegba to dormanlong bridge ,1
ekobridge descending to costain r a is ok but slow at the r a costain inw iponri to alaka service lane is good ekobridge inw alaka main carriageway is ok but slow descending the bridge ,1
uba r a inw apongbon service lane is slow broadstr connecting apongbon service lane is also slow movement beyond ofincanal towards ijoraolopa to ekobridge is very good ,1
 5 18pm movement from mcwen and statehouse inw cms is good movement inw apongbon to ofincanal is busy cms descending to uba r a is steady uba r a inw innermarina is steady ,1
good movement inw tollgate to otedola otedola inw berger is steady slow at berger due to traffic connecting berger ubridge berger inw kara is good rj is gtg entirely ,1
steady flow inw ifako due to brokendown bus which has just been pushed off the road good movement inw ogudu alapere to ojotabridge ojotabridge to ikosird jxn is slow ,1
 5 01pm ilubirin inw adeniji is ok adeniji inw adekunle to iyanaoworo is good a bit slow at iyanaoworo movement inw carwash is good ,1
movement along osbornerd to ilubirin is steady movement on obalende bridge is very good but slow approaching ilubirin ,1
better after the tollplaza inw admiraltyway movement from falomobridge inw alfredrewane is ok but slow approaching glover jxn steady to cameron jxn but slow inw bayokuku steady to osborne alternation point ,1
movement from admiraltyway inw the lekki ikoyi linkbridge is busy to the tollplaza then better to alexander r a rj from alexander r a is also good but slow approaching the tollplaza ,1
good movement on falomobridge inw both falomo r a and alfredrewane falomo r a inw awoloword to onikan r a is ok in out falomo r a in out bourdillon alexander and gerrard is also ok ,1
 4 35pm akinadesola inw falomobridge is ok but slow at the alternation point civiccentre inw rampbridge is good but slow at the alternation point connecting falomobridge ,1
 12 45pm men of are clearing drainages at alabasuru inw mile2 the resultant effect is slightly busy traffic movement along the corridor ,1
alaka bridge to connect sifax is a slow moving traffic sifax inw ijora7up bridge is better ,1
watercorporation inw ijoraoloye to connect ijora7up ubridge is slightly busy ijora inw iganmubridge is good iganmu inw costain is good ,1
sifax to connect ijora7up is good ijora7up inw ijoraoloye to connect ijoraolopa is good descending carterbridge inw ijoraolopa is good ijoraolopa inw watercorporation intersection is slightly busy ,1
doyin inw whitesand is good approaching iganmubridge from whitesand is a slow moving traffic partly due to alternation coupled with failed portions of the road along iganmurd to sifax ,1
alaba suru to connect mile2 is better rj from mile2 inw orile is good but slightly busy approaching orile on the service lane due to b stop activities orile inw doyin is busy due to commercial activities ,1
doyin inw orileiganmu to connect coker jxn is also good coker inw alaba is slightly busy due to activities of high capacity trucks going to the container terminal along the road ,1
 11 46am traffic from costain inw iganmubridge is good iganmubridge inw doyin is good but slightly busy approaching doyin due to b stop activities ,1
nan,1
this has reduced the two lanes to one with backlog on ojuelegba bridge efforts being made to remove all impediments meanwhile our officers are on ground to direct vehicles effectively towards ekobridge ,1
 9 46am along with an overnight loaded truck that got stuck on the brt corridor at barracks b stop there s now a brt bus having tyre problem on the main carriageway ,0
nan,1
this impediment is now off the road officers currently working on clearing the heavy backlog which has extended to aye junction ,1
this vehicle has been recovered and moved off the road now ,0
on the rj it is very good generally but only slow approaching igboefon due to the earlier reported impediment ,1
good to jakande but also a bit slow at jakande good inw salem slow inw chisco to ikate ikate inw marwa to lekki r a is ok but slow approaching the r a ,1
 8 44am addord approaching ajah is slow ajah to ilaje is busy good to vgc though a bit slow at the b stop good through ikota chevron to igboefon a bit slow at igboefon ,1
now slow approaching alaka inw ekobridge down to apongbon all other movements remain the same ,1
ikosird jxn inw fruitmkt to both tollgate and the interchange is good interchange to ojota is now ok now slow from aladiye to fadeyi better from stadium inw alaka ,1
 8 29am asolo to ajegunle is now ok slow from ajegunle now to owodeelede and adekunle ascending mile12 bridge to ikosird jxn is also still busy ,1
that is our resumption time on lagos roads ,0
officers are on ground managing traffic movement around the corridor ,1
 8 00am lone accident involving a toyota camry car in front of bola event centre approaching charity from agege no casualty involved ,1
 7 50am construction materials presently affecting traffic movement from anthonyoke inward oshodi on the service lane movement reduced to a single lane and is slightly heavy for now ,1
 7 44am brokendown tanker with front tyre problem at kola inw tollgate driver making effort to get it fixed traffic around the corridor is still good ,0
salvation inw adebolahouse is heavy adebolahouse inw toyin is good opebi linkbridge is still looking good for now ,1
toyin inw custom is good in out toyin inw adebolahouse is a slow moving traffic opebi uturn inw salvation is good but approaching salvation jxn is gathering momentum ,1
welfare inw olusosun is good olusosun inw ojota is a slow moving traffic ikosi inw clay alausa is good alausa inw radio is a slow moving traffic allen inw toyin is good ,1
 7 43am allen inw radio is good but it is a slow moving traffic on the rj allen r a inw aromire is good but busy on the rj oregun jxn inw welfare is ok ,1
good movement on apongbon bridge inw cms slow at cms b stop better movement inw mcwen bridge ,1
elegbata inw ebuteero is good elegbata inw leventis to uba r a is good slow movement at uba r a due to busy movement along innermarina ,1
movement inw costain r a to connect ekobridge is very busy alaka inw ekobridge is ok for a few meters on the available lane but gets very busy all the way down to apongbon connecting elegbata is slow ,1
fadeyi inw jibowu is slow fadeyi inw dormanlong to stadium is good stadium to alaka is very busy heavy duty trucks lined up on ekobridge alaka service lane inw iponri is good up to leadway ,1
interchange inw ojota is slow motorways inw ojota service lane is good though slow approaching total to ojota b stop ojota to obanikoro is very good movement inw palmgrove to fadeyi is very busy ,1
proceeding to ilasa ballet cele is ok rj cele to ballet is ok but approaching ilasa is busy the rest of journey to gbagada is good ,0
 7 29am gbagada to anthony oke oshodi oke is ok proceeding to boladale is slightly busy movement inw charity toyota fivestar is ok but approaching iyanaisolo is slightly busy ,1
adeniji inw tomjones is good tomjones inw eyineyo is busy due to high influx eyineyo inw idumota pedestrian bridge is good idumota pedestrian bridge inw carterbridge to iddo exit point is good up to ijoraolopa ,1
martins inw taiwo balogun centralmosque tomjones is good tomjones inw adeniji idumagbo is a slow moving traffic due to bad portion of the road rj adeniji inw pelewura policepost is good in out,1
movement inw eyineyo is busy due to alternation at eyineyo and high influx eyineyo inw balogun jxn is busy due to market activities balogun jxn inw martins is good martins inw broadstr is ok ,1
 7 20am iddo inw carterbridge is good ijoraolopa inw carterbridge is good carterbridge inw idumota pedestrian bridge is ok ,1
movement inw fruitmkt is steady fruitmkt inw both tollgate and the interchange is ok ,1
mile12 ubridge inw ajelogo through alapere axis to connect the expressway is very good movement ascending mile12 bridge to kosofe is busy kosofe to ikosird jxn is slow and steady ,1
better to irawo irawo to owodeelede adekunle is busy speed bump at adekunle a bit better inw mile12 slow inw mile12 ubridge ,1
ikorodu r a to the brt terminal is slow steady flow inw benson benson inw agric ogolonto to asolo is very gtg movement inw ajegunle is very slow high traffic influx and speed bump at ajegunle ,1
 7 25am sabo inw munirataleje jxn is ok though slow approaching the jxn good movement to ikorodu r a movement from ojubode to ikorodu r a is busy ,1
has been notified for evacuation ,0
 6 48am brokendown 40ft containerized truck with propeller problem at eleganza r a inw canoe obstructing traffic movement backlog extended to afariogun ajaoestate gate and 7 8 jxn ,1
 6 45am fallen psp truck at igboefon inw ajah with the waste scattered on the road covering 90 of the road one lane created for movement while traffic is building up gradually please drive carefully ,1
falomo r a inw falomobridge is good steady movement inw akinadesola to connect ozumbambadiwe rj from akinadesola falomobridge through alfredrewane osbornerd to ilubirin is very good ,1
movement from alexander r a through the lekki ikoyi linkbridge to admiraltyway is very good in out though only slow at the tollplaza movement along admiraltyway is very good ,1
movement along mobolajijohnson is very good in out movement inw alfredrewane to falomo r a is very good falomo r a in out awoloword is good falomo r a in out bourdillon alexander and gerrard is very good ,1
obalende descending to flaghouse is also slow ilubirin descending towards osbornerd is ok slow movement along osbornerd from dolphin to the osborne alternation point ,0
 6 53am ilubirin inw obalende is good obalende inw p t is ok though slow approaching the r a descending from obalende to onikan r a is slow ,1
gets better approaching ilubirin ilubirin inw both obalende and osbornerd is ok no impediment reported just very high traffic influx this morning rj is very gtg entirely ,0
 6 41am kara berger all the way to carwash iyanaoworo is very gtg movement from iyanaoworo down to adeniji and ilubirin is very busy ,1
proceeding to charity junction is a slow moving traffic onward movement to abuleegba is good ,1
 5 56pm aside from construction areas where the traffic movement is very busy movement from pencinema garage through nitel emmanuel idi oparun to abattoir is ok ,1
mashalashi to ponle is ok moving to egbeda jxn is a slow moving traffic egbeda inw okunola oja olugbede orelope carwash to isheri r a is a slow moving traffic ,1
movement to pako is ok proceeding to mosan is slightly busy movement inw federal boystown opeki is ok approaching church r a is slightly busy proceeding to ayobo is ok ,0
 5 48pm alaagba to iyanaipaja r a is ok aside traffic regulation at the r a proceeding to alaguntan alimosho mashalashi r a is ok aside traffic regulation at the r a ,1
movement inw odogun to the brt office movement inw majidun bridge to ogolonto is slow ogolonto to agric to aruna is good movement inw ragolis to ikorodu r a is slow ,1
ojota inw the interchange is busy now due to heavy traffic connecting ojotabridge inw tollgate interchange inw tipper is ok steady movement inw kosofe to mile12 mile12 to owodeonirin is slow ,0
the impediment after newgarage inw ojota has been moved off the road however activities of men of on odoyalaro bridge is still affecting traffic movement with the backlog still around palmgrove ,1
beyond the impediment movement inw the interchange is good ,1
this is also due to the backlog developed earlier from tollgate however there is now a brokendown vehicle just after newgarage inw ojota that is impeding traffic movement ,0
movement on ekobridge inw alaka main carriageway is good alaka down to dormanlong bridge is gtg dormanlong inw fadeyi to palmgrove is very good palmgrove down to newgarage is very busy ,1
this is due to activities of heavy duty trucks and tankers lined up around costain while trying to access apapa axis costain r a inw iponri is steady iponri inw alaka service lane is good ,1
 5 13pm movement from mcwen and innermarina to cms is very good approaching apongbon all through ekobridge to costain is very busy ,1
good movement to berger but also slow at berger with better movement inw kara the rj back to the island is very gtg ,1
ojotabridge to ikosi jxn is busy this is due to social activities along cmd rd close to the jxn our officers are there managing the traffic situation ikosi jxn to otedola is very good though a bit slow at otedola ,1
however we also have a brokendown car at ifako with battery problem which is being worked on ifako to ogudu is steady ogudu to alapere is slow alapere to ojotabridge is steady ,1
this is a result of the heavy backlog that developed from tollgate due to road rehabilitation that was ongoing at billingsway this has been concluded now and movement is much better ,0
 4 52pm ilubirin to adeniji is slow adeniji inw adekunle to ilaje is very good ilaje inw iyanaoworo to ifako is busy ,1
rj from onikan is very good but slow around ribadu and also approaching raymondnjoku jxn better movement inw falomo r a ,1
falomo r a inw awoloword is slow to omoosagie jxn with better movement after also slow approaching ribadu jxn better inw keffi a bit slow at stgregory s jxn then better to onikan r a ,1
alexander r a inw the lekki ikoyi linkbridge is busy to the tollplaza better after the tollplaza to admiraltyway rj from admiraltyway to the tollplaza is also busy but better inw alexander r a ,1
slow movement from obalende inw ilubirin falomo r a inw bourdillon and alexander is good steady inw gerrard to osborne rj from gerrard back to falomo r a is very gtg ,1
slow on the rampbridge to connect falomobridge due to traffic alternation falomobridge inw alferdrewane is good to rumens jxn slow movement inw osbornerd to ilubirin ,1
 4 29pm akinadesola inw falomobridge is good but a bit slow at the alternation point civiccenter to the rampbridge is ok ,1
now off the road ,0
 4 06pm brokendown tipper having mechanical fault at ogolonto inw agric traffic backlog is not much for now effort is on to get it off the road ,0
 1 05pm brokendown brt bus on dormanlong bridge inw fadeyi causing traffic backlog towards ojuelegba barracks effort is on to get it off the road soon ,1
from there to oshodi ubridge is a slow moving traffic while the rest of the journey to mashalashi is ok ,1
from aboru junction to iyanaipaja ubridge is busy movement inw araromi dopemu ubridge cement ilezik is ok approaching national is slightly busy proceeding to brown jxn is good ,1
proceeding to meiran ijaiye is good but approaching obadeyi is slightly busy ahamdiya to abuleegba is good movement inw super is busy but better to ileepo pleasure ,1
 10 58am tollgate to ajegunle alakuko mashalashi is ok proceeding to kola is slightly busy movement inw adura is ok but approaching salolo is a little busy ,0
steady flow inw ogudu very good movement inw carwash movement inw iyanaoworo down to ilubirin connecting both osbornerd and obalende ,0
 10 34am kara inw berger to tollgate is good slightly busy from tollgate to motorways good inw ojotabridge a slow exiting ojotabridge to chinatown ,0
thank you ,1
we re always happy to help ,1
hello thank you for the notification we will try to get some officers there soon ,0
 9 15am this brokendown truck on ojotabridge inw tollgate has been moved off the road now however traffic is still heavy from newgarage to the interchange but should clear out soon ,0
 8 55am a brokendown truck at obadeyi inward abuleegba with back wheel problem no one sighted but traffic movement is ok for now ,1
the road has finally been opened both ways motorists urged to be patient and avoid rushing to prevent another road crash the heavy traffic expected to dissipate soon officers fully on ground to manage the traffic situation ,1
 8 48am the movement from lekki inw civiccenter lawschool has now being opened traffic clearing out gradually ,1
all diversion routes are busy lekki r a through admiraltyway lekki ikoyi linkbridge to alexander schoolcorner after sandfill to connect ligaliayorinde ,1
traffic situation traffic is very heavy approaching lekki r a through the tollplaza to the scene of the accident at bj ,1
the road should be open as soon as it is cleaned ,0
 8 11am tanker now moved to a side while the road is being cleared from all debris and spillage both the head and the body are on opposite sides of the road and will be totally evacuated soon ,0
good one ,1
elegbata inw leventis is a steady flow leventis inw uba r a to innermarina is good good movement on apongbon bridge inw cms though slow at cms cms inw mcwen bridge connecting vi axis is very good ,1
costain r a inw ekobridge is very slow alaka inw ekobridge is good very slow movement on ekobridge from national theater down to apongbon connecting elegbata elegbata inw ebuteero is ok ,1
ojota down to fadeyi is very gtg fadeyi inw jibowu is ok fadeyi inw dormanlong bridge to barracks is good barracks inw stadium to alaka is busy alaka service lane inw iponri to costain r a is ok ,1
those coming from abuleegba can go through oldabeokutard inw tabontabon to continue their journey patience is required ,0
this is also affecting traffic movement from ishaga inw jonathancoker as an alternative movement motorists coming from ishaga can go through edunjobi to tabontabon to continue their journey ,0
 7 51am track laying still ongoing at jonathancoker while traffic movement is being alternated for those coming from abuleegba inw fagba the rj from fagba inw abuleegba ,0
the tanker body has been turned back on its tyres evacuation will be completed soon please be patient ,0
ascending mile12 bridge inw kosofe to ojota is very busy due to the earlier reported impediments movement from fruitmkt to tollgate is ok ,1
slow from irawo inw owode onirin to adekunle better after adekunle but slow approaching mile12 mile12 ubridge inw ajelogo through alapere axis to connect the expressway is generally ok ,1
 7 38am sabo r a to ikorodu r a is good ikorodu r a to the brt terminal is busy movement inw agric ogolonto down to odogun is very gtg odogun to irawo is good ,1
one lane has been created for movement on the main carriageway now however traffic movement is still very heavy with backlog extending beyond ketu axis motorists should be patient ,1
 7 20am minor accident between a brt bus and another high capacity bus at the ojota old pedestrian bridge inw maryland with both buses obstructing the road ,0
the trailer head has been moved off the road the tanker body will be evacuated shortly traffic diversion still ongoing for now motorists should be patient ,0
thank you for the notice we re already on top of the situation ,1
movement inw fivestar iyanaisolo ballet cele is ok rj cele to ballet ilasa is slightly busy proceeding to toyota charity oshodioke anthonyoke gbagada is ok ,0
 6 58am gbagada to anthonyoke is ok proceeding to oshodioke is ok movement inw charity is better but approaching toyota is slightly busy,1
rj from admiralty r a to the tollplaza is busy better from the tollplaza inw alexander r a falomo r a inw falomobridge to akinadesola connecting ozumbambadiwe is ok ,1
falomo r a in out awoloword is very gtg falomo r a in out bourdillon alexander and gerrard is very good alexander r a via the lekki ikoyi linkbridge to admiraltyway is good though slow at the tollplaza ,1
ilubirin descending to osbornerd is ok slow movement along osbornerd to osborne alternation point movement in out mobolajijohnson is very good movement inw alfredrewane to falomo r a is good ,1
 6 56am obalende inw p t is good though slow at the r a obalende inw onikan r a is good obalende inw flaghouse to connect mcwen bridge is very good ,1
adeniji inw ilubirin is slow ilubirin inw obalende and osbornerd is ok ,0
 6 44am kara inw berger down to carwash iyanaoworo is very gtg iyanaoworo to unilag waterfront is good unilag waterfront inw adekunle to adeniji is busy ,1
this is noted thank you we will have our officers at the scene shortly ,1
motorists can alternatively go through admiraltyway to connect lekki ikoyi linkbridge into alexander bourdillon falomo r a to link falomobridge inw akinadesola and continue their journey ,0
traffic advice movement from tollplaza connecting ozumbambadiwe to cms obalende is now diverted through schoolcorner while journey from marina obalende to connect lekki are diverted through civiccenter motorists should be patient ,1
 6 00am upturned diesel tanker at bj junction inward civiccenter occupying the entire road as the body has been separated from the head ,1
 ,0
nan,1
tollgate down to berger is gtg a bit slow at berger due to heavy traffic connecting berger ubridge better movement from berger inw kara ,0
this is due to an earlier brokendown vehicle at ifako which has been moved off the road the heavy backlog previously at ilaje is clearing out now alapere to ojotabridge is steady movement to tollgate is slow ,1
 4 29pm good movement from osbornerd and obalende inw ilubirin ilubirin inw adeniji is steady adeniji inw adekunle to iyanaoworo is good slow from olopomeji inw alapere ,1
likewise ijoraolopa inward watercorporation intersection is a slow moving traffic ,1
 1 58pm palliative work is ongoing at ijoraolopa bridge by julius berger as a result traffic from carterbridge inward ijoraolopa is busy ,1
also very busy from jungle inw fagba to jonathancoker towing vehicle already requested for evacuation please be patient ,1
 10 49am brokendown truck at railway crossing inw abattoir occupying a lane traffic movement is now very slow coming from ishaga inw jonathancoker ,1
 9 00am brokendown car on mile12 bridge inw kosofe traffic still slow ascending mile12 bridge to kosofe effort on to get it off the road soon ,1
very slow inw firstgate to lawschool lawschool to oniru b stop is also slow oniru inw bonnycamp to mcwen bridge connecting onikan is very good ,0
rj from marwa inw lekki r a is ok but very slow approaching the r a to the tollplaza a bit better after the tollplaza but slow at sandfill alternation point sandfill to 2ndgate is very good ,1
slow approaching sandfill very good inw the tollplaza to lekki r a though a bit slow at the r a lekki to marwa r a is good though slow at the r a ,1
better after oniru but slow approaching carwash to lawschool due to alternation good movement after lawschool a bit slow approaching firstgate good movement inw 2ndgate to bj ,1
ekohotel r a inw ahmadubelloway is very gtg all the way back to bonnycamp bonnycamp inw ozumbambadiwe is good to radissonblu slow to oniru b stop due to traffic alternation ,1
rj from civiccentre is good to bishopaboyadecole jxn then slow to ekohotel r a ekohotel r a inw sanusifafunwa is slow to adeolahopewell jxn but better inw akinadeshola ,1
rj from ligaliayorinde inw ajoseadeogun is good slow from younisbashorun to ekohotel r a ekohotel r a inw adetokunboademola is good slow approaching civiccentre ,1
very good inw barbeach a bit slow at oduduwahouse very good to ekohotel gate slow movement inw ekohotel r a ekohotel r a inw ajoseadeogun to ligaliayorinde connecting watercorporation is very good ,1
 8 13am mcwen inw bonnycamp is good though a bit slow approaching bonnycamp r a bonnycamp inw ahmadubelloway is ok slow approaching legico to adeolaodeju jxn ,1
very slow approaching cms b stop cms inw mcwen is very good though a bit slow connecting mcwen bridge but better movement on the bridge inw vi axis ,1
elegbata inw ebuteero is steady elegbata inw leventis to uba r a is good steady at uba r a very good inw innermarina movement on apongbon bridge is very good inw cms ,1
slow approaching costain r a inw ekobridge alaka on the main carriageway inw ekobridge is good very busy on ekobridge opposite national theatre down to apongbon slow movement inw elegbata ,1
palmgrove to fadeyi is very busy fadeyi inw jibowu is slow fadeyi inw dormanlong to barracks is good barracks inw stadium to alaka is busy alaka service lane inw iponri to costain is good ,1
interchange inw ojota is slow motorways inw ojota service lane is busy to ojota b stop ojota inw independencetunnel is very good a bit slow at the tunnel with better movement to palmgrove ,1
mile12 inw kosofe to ikosird jxn is busy steady movement inw fruitmkt fruitmkt inw tollgate is good fruitmkt inw the interchange is a steady flow ,1
odogun to rasco is good rasco to owodeelede is slow steady at adekunle slow inw mile12 mile12 ubridge inw ajelogo is ok slow connecting demurin better inw alapere to link the expressway ,1
 7 23am sabo inw munirataleje jxn to ikorodu r a is gtg ikorodu r a to the brt terminal is slow better movwmwnt inw benson agric ogolonto down to odogun is very gtg ,1
olusosun inw ojota is a slow moving traffic in out movement in out of opebi linkbridge is good ,1
adebolahouse inw salvation is good in out salvation inw sheraton link bridge is good in out radio inw ikosi is ok ikosi inw welfare is good welfare inw olusosun is good ,1
 7 19am allen inw toyin is good in out toyin inw custom is a slow moving traffic but good on the rj toyin inw adebolahouse is still looking good for now ,1
 7 09am brokendown mass transit bus at kola inward abuleegba with mechanical problem traffic extended beyond mosalasi while effort is on for removal ,0
adeniji inw ilubirin is steady ilubirin inw obalende is good ilubirin inw osbornerd is slow ,1
 7 08am kara inw berger to alapere is very gtg slightly busy to ogudu better movement after ogudu inw iyanaoworo to ilaje busy approaching unilag waterfront inw adekunle to adeniji ,1
civiccentre inw rampbridge is good but slow to falomobridge better movement on falomobridge after the alternation point inw alfredrewane osbornerd to ilubirin ,1
falomo r a inw falomobridge to akinadesola connecting ozumbambadiwe is a steady flow rj akinadesola inw falomobridge is ok though slow at the alternation point ,1
falomo r a in out bourdillon alexander and gerrard is very gtg alexander r a in out the lekki ikoyi linkbridge is very good but only a bit slow at the tollplaza ,1
movement inw awoloword is very good but slow approaching onikan r a rj from onikan r a back to falomo r a is very good but a bit slow at falomo r a ,1
ilubirin inw osbornerd to osborne alternation point is busy movement in out mobolajijohnsonav is good movement inw alfredrewane to falomo r a is good ,1
 6 57am ilubirin inw obalende is good obalende descending to p t is slow obalende descending to onikan r a is slow obalende inw flaghouse is steady but slow connecting mcwen bridge ,1
hotel newcastle inw anthony village is steady anthony oke inw bertola connecting aiakorodu road is gud anthony oke back to gbagada is ok ,0
05 15pm apapa oshodi expressway carwash y junction inw gbagada is gud way down hotel newcastle newcastle inw anthony oke total is busy ,1
unity inw country club is busy county club inw nitel is a moving traffic alternation nitel inw maryland is very busy ,1
gh in out local airport is very busy gh inw kodesho is a moving traffic kodesho inw oba akran is gtg rj oba akran inw gh is a moving traffic gh in out of oba akinjobi is gtg gh inw unity is gtg,1
05 13pm maryland maryland inw anthony is gtg rj to maryland is a moving traffic maryland in out odo iyalaro is a moving traffic maryland inw nitel is gtg nitel inw sheraton is gtg sheraton inw general hospital is very busy,1
oando inw ojota interchange is gud interchange inw ikosi junction is steady ikosi junction inw kara is ok ,1
05 12pm lagos ibadan expressway obalende inw ilubirin is busy ilubirin inw iyana oworo olopomeji is gud olopomeji inw alapere by oando is slow ,0
salolo inw adura casso kola mashalashi is steady mashalashi inw ajegunle is ok ajegunle inw tollgate is slightly busy ,1
iyana ipaja b stp inw under bridge is busy iyana ipaja under bridge inw pleasure is ok bt steady at pleasure pleasure inw salolo is ok b stp activities at ile epo nd super bt no worries ,1
05 10pm abeokuta expressway ile zik inw mangoro cement dopemu under bridge is ok b stp activities is nothing to worry about at dopemu under bridge dopemu under bridge inw araromi is ok araromi inw iyana ipaja b stp is slow ,1
national inw ikeja along is busy ikeja along inw ile zik is ok return journey is gud all the way to ap where it is steady inw mashalashi ,1
05 08pm motor road empire inw mashalashi is slow mashalashi inw oloosa is ok oloosa inw ojuwoye is slow ojuwoye inw cappa is gud bt slow approaching nestle inw oshodi under brige oshodi inw national is ok ,1
minor accident involving a loaded truck laden with two 20ft container fell on a skids fabia car along amukoko rd inward gasikiya rd to connect ijora badia hence traffic along that corridor is busy only smaller vehicle can access managing the traffic situation ,1
officers at laspotech regulating traffic inward daleko,1
a fallen 40ft containerized articulated truck at daleko inwards laspotech fell on another truck casualties have been rescued while operatives are on ground managing the busy traffic ensued as we await the lru for outright recovery and evaluation ,1
approaching anthony ubridge down to the interchange is very busy there is a brokendown loaded tanker just after the interchange inw tipper heavily affecting traffic movement ,0
ekobridge inw alaka to dormanlong is very busy this is due to scraped portions of the road at barracks and just before ascending dormanlong bridge good movement ascending dormanlong bridge inw fadeyi to anthony ,1
better movement inw ijoraolopa intersection too ekobridge ekobridge descending inw costain r a is slow good movement from costain to iponri steady to alaka service lane ,1
 6 08pm mcwen inw cms is good movement descending to uba r a is busy uba r a inw apongbon service lane is also busy movement on apongbon bridge inw ofincanal is busy ,1
movement is expected to be getting better soon ,0
movement inw alexander r a is ok movement along alfredrewane through osbornerd to ilubirin is very busy there was a brokendown vehicle with tyre problem at ilubirin that has just been evacuated ,0
very busy traffic from alexander r a inw lekki ikoyi linkbridge to the tollplaza movement inw admiraltyway is good rj along admiraltyway through admiralty r a to the tollplaza is very busy ,1
falomo r a inw bourdillon alexander and gerrard is very good though slow approaching osborne rj back to falomo r a is also good but slow approaching the r a ,1
movement inw onikan r a is ok but slow approaching the r a rj from onikan r a is slow duet to traffic connecting obalende bridge better movement down to falomo r a ,1
busy on falomobridge inw both alfredrewane and falomo r a falomo r a inw awoloword is good to keffi steady inw stgregory jxn and busy connecting obalende bridge ,1
 5 18pm akinadesola inw falomobridge is steady civiccenter to rampbridge is ok ascending the rampbridge to connect falomobridge is slow due to traffic alternation ,1
good movement inw carwash to ogudu ogudu to oando is slow steady inw alapere alapere down to berger is good a bit slow at berger berger inw kara is ok rj is very good back to the island ,1
 4 47pm very busy movement from osbornerd inw ilubirin obalende inw ilubirin is also very busy ilubirin inw adeniji is steady adeniji inw adekunle to iyanaoworo is very gtg ,1
road now open ,0
personnel on ground managing the traffic ,0
 2 56pm road rehabilitation ongoing by at agbelekale inw ekoro jxn vehicles coming from ileiwe are diverted at titusjane b stop opposite toy apa filling station to exit at churchstr and continue their journey ,0
 2 50pm road rehabilitation ongoing by at oju odo on command ipaja road personnel on ground managing the traffic situation ,1
photo speak lastma general manager mr olajide oduyoye held a meeting with security agencies on traffic management especially during the yuletide season today wednesday 4th december 2019 igshid 1xzkz5ngin7q4 ,0
fadeyi to alaka is very gtg ekobridge to elegbata is very busy movement inw apongbon bridge through cms to mcwen bridge is very good ,1
 10 55am movement from ikorodu r a down to fadeyi is very good only slow from mile12 bridge to kosofe iyanaschool to ikosird jxn idiroko to anthony service lane ,1
 9 50am brokendown truck with tyre problem after adekunle inw adeniji heavily affecting traffic movement backlog extending beyond adekunle now tow truck already enroute for evacuation please be patient ,1
 9 31am brokendown tipper with battery problem at lawschool inward bonnycamp driver making efforts for its removal slow after 1stgate inw lawschool please be patient ,1
now cleared off the road ,0
slow inw bayokuku to osborne alternation point good movement to ilubirin ,1
rj on falomobridge is ok but slow connecting both falomo r a and alfredrewane better movement along alfredrewane from olumegbon jxn to cameron jxn ,0
better movement after the tollplaza but slightly busy approaching alexander r a movement on falomobridge inw akinadesola is slow due to activities of men of taskforce ,1
alexander r a inw l ekki ikoyi linkbridge is ok but slow approaching the tollplaza with better movement inw admiraltyway rj from admiraltyway to the tollplaza is busy ,1
busy from there to falomo r a falomo r a inw bourdillon and alexander is good busy inw gerrard to link osborne rj from gerrard alexander to bourdillon is good but slow approaching falomo r a ,1
falomo r a inw awoloword is slow to omoosagie jxn is slow steady inw ribadu slow approaching keffi good movement inw onikan though slow approaching the r a rj from onikan is good to fcmb ,1
better connecting mcwen bridge ilubirin connecting osbornerd is ok busy along osbornerd to the alternation point movement along mobolajijohnson is steady movement inw alferd rewane to falomo r a is slow ,0
 8 42am ilubirin inw obalende is good obalende descending inw p t r a is busy obalende bridge inw onikan r a is busy obalende bridge inw flaghouse is also busy ,1
movement now only slow after adekunle to adeniji and still steady to ilubirin ,1
